"phenotype_name","phenotype_number","phenotype_name_short","numObs","numParams","observedStatistics","degreesOfFreedom","AIC","BIC","fit","statusCode","genetic_model","CD_meaning","H2_meaning","twin_correlations","twin_corr_rMZ","twin_corr_rDZ","A","A_CiL","A_CiH","A_deltaAIC","A_p","CD","CD_CiL","CD_CiH","CD_deltaAIC","CD_p","E","E_CiL","E_CiH","E_deltaAIC","E_p","h2","h2_CiL","h2_CiH","cd2","cd2_CiL","cd2_CiH","H2","H2_CiL","H2_CiH","e2","e2_CiL","e2_CiH","rh2","rh2_CiL","rh2_CiH","rcd2","rcd2_CiL","rcd2_CiH","rH2","rH2_CiL","rH2_CiH","re2","re2_CiL","re2_CiH","rerr2","rerr2_CiL","rerr2_CiH","rreliability","rreliability_CiL","rreliability_CiH","Comments","rMZ","rDZ","classic_h2"
"larynx_L2EP_c2base_epiglottisPetiole_distance",18,"L2EP",340,9,1258,1249,521.931563253046,-4260.4215131421,3019.93156325305,"OK","ACE","C","familiality","corrected",0.608689283003894,0.468250950440847,0.146820960018264,0,0.400513897888715,-1.15831263040945,0.358914627824254,0.171354701317624,5.36150666764239e-43,0.385069513646211,-1.0353265250792,0.326012201220324,0.204546673951818,0.143248552485039,0.279238116653757,60.5519911094948,2.59502807708208e-15,0.280877533073948,3.17392583193782e-27,0.712773101206743,0.327812090186102,3.20162264558354e-36,0.679073633747516,0.608689623260051,0.478574271803349,0.72043289719268,0.391310376739949,0.279567102967637,0.521425729107067,0.17138735819603,1.08914624411906e-27,0.442080160758384,0.200026137750659,5.03554541170002e-38,0.422729820487069,0.371413495946689,0.288196671178757,0.448825832354208,0.238771862491744,0.167961234829078,0.321036752215612,0.389814641561567,0.340791067824363,0.443304797724845,0.610185358438433,0.556695202272632,0.659208932196096,"OK",0.473420698621777,0.285150420738829,0.376540555765897
"larynx_L3CT_c3base_corniculateTubercle_distance",20,"L3CT",340,9,1257,1248,521.865569588289,-4256.65856118925,3017.86556958829,"OK","ACE","C","familiality","corrected",0.572758282937881,0.596146034075982,2.67859535943089e-12,NA,0.324096236721065,-2.00000000002046,1,0.34327259280078,0.0374597292829584,0.443381811489365,2.64252047025093,0.0311891632916498,0.251245902166023,0.189094959962652,0.326502744620175,88.3430731691019,2.00245455348146e-21,4.5054870152835e-12,NA,0.521776572505384,0.577395986340848,0.0599406205782677,0.678511868364138,0.577395986345353,0.460380086310237,0.678511868413792,0.422604013654647,0.321488131576493,0.539619914066384,2.96234664493501e-12,NA,0.354547234769261,0.379636442660599,0.229724445866676,0.455463488675563,0.379636442663561,0.298717887973835,0.455463488703252,0.277861100861953,0.210001793526264,0.355919840031199,0.342502456474485,0.297915469514424,0.391662596377101,0.657497543525515,0.608337403621428,0.702084530483881,"OK",0.464198318701478,0.435653972661663,0.0570886920796303
"larynx_L3EA_c3base_epiglottisApex_distance",22,"L3EA",340,9,1254,1245,452.720592747729,-4314.31670117698,2942.72059274773,"OK","ADE","D","broad sense heritability","corrected",0.545414542395053,0.141710612722632,0.0157504069833105,NA,0.504213776625739,-1.99890292202281,0.973577165370653,0.385148183893763,1.19051023399987e-43,0.520098735434415,-1.30823870790709,0.405565945342819,0.334135979504702,0.260203898361228,0.42625129559805,172.030703473615,9.74718907664534e-40,0.0214281172858711,NA,0.6316857491461,0.52398648908951,NA,0.647339510313782,0.545414606375382,0.424884936840019,0.647301115339783,0.454585393624618,0.352698884664897,0.575115062999389,0.0161569319270173,NA,0.482842277021995,0.395089028212396,3.70103701762211e-34,0.495555819987208,0.411245960139413,0.317160131402042,0.495056357679388,0.342760176352599,0.266779844428688,0.433025111673591,0.245993863507987,0.212679802265489,0.283466029739728,0.754006136492013,0.716533970308789,0.787320197732543,"OK",0.437410597776736,0.106172678671815,0.662475838209842
"larynx_L3EP_c3base_epiglottisPetiole_distance",21,"L3EP",340,9,1257,1248,700.030191064354,-4078.49393971318,3196.03019106435,"OK","ACE","C","familiality","corrected",0.593522155756354,0.450387084052389,0.143017111359208,0,0.384957467720207,-1.29612863386456,0.40148590871134,0.153499904508096,2.51100782428455e-43,0.366053692269109,-1.26266641082839,0.390516365640911,0.203071790344984,NA,0.286791559718597,41.7880364922194,3.6593506612698e-11,0.286269647319592,9.57412286818248e-30,0.71782429896381,0.307252489646195,9.2613175570016e-26,0.678404056569064,0.593522136965788,0.444881318280521,0.723501272334104,0.406477863034212,0.276498727644053,0.555118675538517,0.155197102481704,3.11600405426119e-26,0.396138198298618,0.166572658225774,8.58675983341179e-32,0.375590728547665,0.321769760707477,0.237826857927979,0.400429774205027,0.22036631251876,0.147799820196514,0.306167789775745,0.457863926773762,0.402651645243862,0.517975594146183,0.542136073226238,0.482024405687763,0.59734835470061,"OK",0.363084625423131,0.266976977070464,0.192215296705333
"larynx_L4CT_c4base_corniculateTubercle_distance",23,"L4CT",340,9,1246,1237,889.893284821481,-3846.51244416235,3363.89328482148,"OK","ADE","D","broad sense heritability","corrected",0.371099065738949,-0.079601022107239,1.83276089908202e-11,NA,0.236569086733505,-2.00000000012551,1,0.162734102433017,0,0.269939317070596,-0.879257603160568,0.289758652862411,0.294601270238133,0.195485806021241,0.416046480802227,46.6734568904239,3.02330587469964e-12,4.00747680701801e-11,NA,0.49301428032687,0.355830998761407,6.7927872620651e-33,0.554428128228502,0.355830998801482,0.143749958704606,0.554428210025634,0.644169001198518,0.445571789878761,0.855883826475917,1.85008218264525e-11,NA,0.23137898750138,0.164272090031434,3.92911476791334e-36,0.261555249887197,0.164272090049935,0.0621671481211481,0.261555249784218,0.297385524388491,0.199310589197136,0.410342331650185,0.538342385561574,0.477120958650549,0.6040814879733,0.461657614438426,0.395918512026296,0.522879041318007,"OK",0.166308019379452,-0.0404634103887312,0.413542859536367
"larynx_L4EA_c4base_epiglottisApex_distance",25,"L4EA",340,9,1258,1249,426.22221460509,-4356.13086179006,2924.22221460509,"OK","ACE","C","familiality","corrected",0.599353851351748,0.385853676832512,0.308220905528284,0,0.545089993805509,0.715736217941412,0.0993631177181906,0.124408589068724,0,0.463619897877823,-1.64302596329389,0.550191599749282,0.289196742284093,0.222590647155577,0.372091858482673,146.424142523799,3.83191998730006e-34,0.427001527209732,8.49421282632198e-37,0.691557566654572,0.172352545130909,NA,0.611503691248532,0.599354072340641,0.487875213534275,0.69279281566657,0.400645927659359,0.307207184282184,0.512124787163503,0.320220763480789,2.50523156628163e-40,0.526194939877559,0.129252145654665,6.70758666919662e-26,0.463141760170189,0.449472909135454,0.362080209399439,0.527435681470843,0.300455939066311,0.230776646266108,0.38360946874549,0.250071151798235,0.21592404481666,0.288191970360528,0.749928848201765,0.711808029644941,0.784075955196529,"OK",0.466644894288725,0.278618042116203,0.376053704345043
"larynx_L4EP_c4base_epiglottisPetiole_distance",24,"L4EP",340,9,1254,1245,864.794414569432,-3902.24287935528,3354.79441456943,"OK","ADE","D","broad sense heritability","corrected",0.544469946897346,0.257791201906862,0.199525011105119,0,0.312884967593925,-1.73550663357901,0.607049821461586,0.0228642556487342,NA,0.312076626866605,-1.99621810949975,0.950963342084279,0.186087270902208,NA,0.280813559072403,22.0596144180367,9.33987451758069e-07,0.488461374672931,5.08482617778628e-40,0.719533572423924,0.0559744649715623,NA,0.720636274652391,0.544435839644494,0.352043114910515,0.723485715195244,0.455564160355506,0.276514282759021,0.647956885318998,0.20795621401403,1.79168267343291e-35,0.311240044681066,0.023830416119885,NA,0.310956292454549,0.231786630133915,0.149039085185717,0.312086921996261,0.193950643674634,0.110405438192801,0.287376825112309,0.574262726191451,0.509699267210438,0.643229064991236,0.425737273808549,0.356770934988626,0.490300732765549,"OK",0.23705969683087,0.0820617402549435,0.309995913151853
"larynx_L5CT_c5base_corniculateTubercle_distance",26,"L5CT",340,9,1256,1247,471.578824146931,-4303.116361013,2965.57882414693,"OK","ACE","C","familiality","corrected",0.569840085477275,0.503513085963319,0.0825773668730877,0,0.424492351932917,-1.73482778081734,0.606588830753719,0.272150087995453,0,0.444356088435353,0.583434631393175,0.1079871186785,0.267776219101307,0.199136484795031,0.351033098723595,105.610593360666,3.27132001460617e-25,0.132653621699087,NA,0.649537123305965,0.437186316122265,1.12619216657409e-27,0.652659024683502,0.569839937821351,0.442157600336308,0.679473952379144,0.430160062178648,0.320526047557422,0.557842388970771,0.0914702187810423,NA,0.452057712534128,0.301458244950856,2.45598025282148e-32,0.458254601459469,0.392928463731899,0.300854146727128,0.477700378285268,0.296613349069373,0.220779710612702,0.384832163002918,0.310458187198728,0.269208410165984,0.356394349485731,0.689541812801272,0.643605650487105,0.73079158982983,"OK",0.437039078543774,0.396975338547516,0.0801274799925177
"larynx_L5EA_c5base_epiglottisApex_distance",28,"L5EA",340,9,1260,1251,456.19165407274,-4333.81931355763,2958.19165407274,"OK","ACE","C","familiality","corrected",0.607385232226677,0.394002354992409,0.29096113976156,8.26143068423462e-44,0.522526767783561,0.492551070002264,0.114386180104124,0.123143198878275,0,0.451899930457886,-1.64515282928278,0.551382006396029,0.267677754490544,0.202766281770326,0.3481726026838,120.694699802982,1.62645242289558e-28,0.426765593718694,8.50544803117557e-26,0.70111579118364,0.180619585229743,NA,0.627717660544675,0.607385178948436,0.4940595962583,0.70273561054885,0.392614821051564,0.297264389492291,0.505940410408014,0.308702340134165,4.64292898436368e-29,0.515332985939255,0.130651789776748,3.07857329264017e-28,0.458087898566957,0.439354129910912,0.353132111007519,0.516679389998821,0.283999262859659,0.215200970621429,0.365935326584515,0.276646607229428,0.239379865375545,0.318183531499192,0.723353392770572,0.68181646850308,0.7606201346264,"OK",0.463443600423947,0.229562828570185,0.467761543707524
"larynx_L5EP_c5base_epiglottisPetiole_distance",27,"L5EP",340,9,1257,1248,630.986225552587,-4147.53790522495,3126.98622555259,"OK","ADE","D","broad sense heritability","corrected",0.563758335726523,0.259173337298902,0.297957218162276,8.84181644500132e-43,0.463936167497149,-1.51177051660488,0.484718156099857,0.0572154016999917,NA,0.45907957375766,-1.98110157885048,0.890658096020652,0.274836508220063,0.201790308845622,0.364179215057542,87.9811090110888,2.40444917100686e-21,0.472941112883905,NA,0.674710130997537,0.0908167820903615,4.60341226333248e-39,0.672328898203917,0.563757894974267,0.431649817171309,0.677091478907844,0.436242105025733,0.322908521645308,0.568350183513418,0.307880619629873,1.64921648463462e-26,0.447569802645104,0.0591209484247889,6.46082629876567e-29,0.445374208519318,0.367001568054662,0.277902439342006,0.449040388090209,0.283989879384693,0.209439229867224,0.371190333187598,0.349008552560645,0.304296544279801,0.398403835839927,0.650991447439355,0.601596164320013,0.69570345571058,"OK",0.38002386303111,0.213126930528926,0.333793865004368
"larynx_LACT_atlas_corniculateTubercle_distance",14,"LACT",340,9,1259,1250,79.7611841502348,-4706.42083786252,2579.76118415023,"OK","ACE","C","familiality","corrected",0.643587459322426,0.559250194530768,0.0900662323012692,0,0.383538882726073,-1.46206201361065,0.46328855025545,0.253580475290041,2.80259692864963e-45,0.414731081731103,1.1097582706343,0.0778245100210659,0.190308232595103,0.14322727408395,0.248270665153256,113.850802684619,5.12433226195698e-27,0.168677589666696,2.56407057446481e-25,0.694233263280366,0.474909877604113,8.21944721264631e-29,0.706220436885868,0.643587467270809,0.537701313167607,0.732012722436006,0.356412532729191,0.267987277418789,0.462298686788039,0.124244380320876,1.8313171447428e-35,0.513632523717639,0.349808670895632,2.39905196703277e-10,0.529046272388898,0.474053051216507,0.391157577930117,0.548062247014728,0.262526008078684,0.197523865339808,0.340467436832447,0.263420940704809,0.227273914826838,0.30383043146485,0.736579059295191,0.696169568536985,0.772726085165297,"OK",0.640538407942065,0.366015397136068,0.549046021611994
"larynx_LAEA_atlas_epiglottisApex_distance",16,"LAEA",340,9,1255,1246,314.70152570649,-4456.16471383583,2806.70152570649,"OK","ACE","C","familiality","corrected",0.505501367833635,0.368442508925234,0.159745921025354,0,0.384750150965942,-1.27454480887263,0.394360316414909,0.134838870099214,0,0.366586268497638,-1.56351713762888,0.508824931288262,0.2881728146283,0.222603498466711,0.368943251101595,151.206055402139,3.45334519688086e-35,0.274120696921626,1.72974108209938e-27,0.612877665542389,0.23138071261209,7.14761798545784e-32,0.581324338398144,0.505501409533716,0.377753283095207,0.615380711477901,0.494498590466284,0.384619288418268,0.622246716907787,0.195951634924743,3.2278696741758e-35,0.444286993522397,0.165399509907689,2.50127695315066e-38,0.421894855281764,0.361351144832432,0.267773341511728,0.446514995170419,0.353485921924215,0.274753937263683,0.44507003433079,0.285162933243353,0.247452172080771,0.327111520230961,0.714837066756647,0.672888479796598,0.752547828016407,"OK",0.483769605613794,0.195839656823741,0.575859897580107
"larynx_LAEP_atlas_epiglottisPetiole_distance",15,"LAEP",340,9,1257,1248,302.758800066302,-4475.76533071124,2798.7588000663,"OK","ACE","C","familiality","corrected",0.57325174691252,0.538440707702068,0.0346839378161827,NA,0.337274064165333,-1.94022928022423,0.806858694831539,0.250921573232458,6.15891586781834e-45,0.364412491259652,0.607782549324838,0.106340363673014,0.212615587691439,0.156476297380894,0.2786890704896,88.6894008910845,1.6809126337433e-21,0.0696155540258988,2.02951789038221e-31,0.648606752819387,0.50363498026679,4.01520850640825e-33,0.667792074105523,0.573250534292689,0.452265511179434,0.681844888145553,0.426749465707311,0.318155112061272,0.547734488664697,0.0457754865245278,1.82696430478191e-28,0.430323679004757,0.331163582263621,2.3370452915877e-28,0.447686697054209,0.376939068788149,0.293389506449789,0.456637402766269,0.280607756271926,0.207687584914888,0.362063594698996,0.342453174939925,0.297941899233145,0.391528005958882,0.657546825060075,0.608471994039465,0.702058100777057,"OK",0.549405242356653,0.328363396171711,0.442083692369883
"larynx_LEPL_epiglottisApex_epiglottisPetiole_distance",13,"LEPL",340,9,1255,1246,864.619677821373,-3906.24656172095,3356.61967782137,"OK","ADE","D","broad sense heritability","corrected",0.46607590817326,-0.00353354532830444,4.59950662903061e-12,NA,0.214720785364914,-2.00000000010914,1,0.150281322261448,0,0.235034277807809,-1.13623489834299,0.352687195198419,0.178628840611561,NA,0.277891967798618,18.1736560852164,7.07202013539449e-06,1.39840818197586e-11,NA,0.626934466994157,0.456906898061918,1.11583161281125e-33,0.682208116924533,0.456906898075902,0.219908992830635,0.682656643377525,0.543093101924098,0.317343356736585,0.780097124311978,5.0023323235394e-12,NA,0.226205151446421,0.163442989999804,6.56583503055176e-34,0.245899341385141,0.163442990004807,0.0801786538815073,0.245899341392654,0.194273189578141,0.103539977659483,0.296321300736383,0.642283820417053,0.57444811997871,0.714363830046188,0.357716179582947,0.285636169960262,0.425551880041068,"OK",0.227530994659925,-0.0994202839271101,0.653902557174071
"larynx_LHCT_hyoidale_corniculateTubercle_distance",32,"LHCT",340,9,1253,1244,452.298220465806,-4310.91012784129,2940.29822046581,"OK","ACE","C","familiality","corrected",0.618305828738138,0.350243845742215,0.247427935660049,2.80259692864963e-45,0.370005678570898,0.262221851083268,0.132563747276609,0.0379287679225128,NA,0.320294601845302,-1.9559312096053,0.833725680395147,0.176157303536684,0.154307182343473,0.245893921499627,48.0462498727484,1.50164506204874e-12,0.536122266807211,3.10821772470987e-35,0.735611536400366,0.0821833516153991,NA,0.653361594395455,0.61830561842261,0.481520400970995,0.736105207817688,0.38169438157739,0.263894791668948,0.518479599054019,0.313565942802459,3.63653254951296e-39,0.439286170465118,0.0480672072910104,1.25464039483017e-27,0.388911859603273,0.361633150093469,0.277822821708692,0.439246912877907,0.223244520945732,0.151421231352646,0.306594635483247,0.415122328960798,0.36289255148428,0.472169666568399,0.584877671039201,0.527830333386069,0.637107447243945,"OK",0.513708836340042,0.187523743263578,0.652370186152927
"larynx_LHEA_hyoidale_epiglottisApex_distance",34,"LHEA",340,9,1254,1245,557.360330702814,-4209.67696322189,3047.36033070281,"OK","ACE","C","familiality","corrected",0.366463961875197,0.251493590426364,0.0916808030276948,0,0.221182350127489,-1.76843763519582,0.630367770692893,0.0544331371546596,0,0.210189585686285,-1.91810571523092,0.774746560481217,0.252599024089849,0.18129515361413,0.338398486280914,69.5321939110631,2.72771053481661e-17,0.229941866061581,2.26128906527425e-25,0.523503535491513,0.136522114985701,1.03445508458699e-31,0.495893861394914,0.366463981047282,0.196950801451278,0.524097879289193,0.633536018952718,0.475900019263636,0.803049206620038,0.117147848975289,6.79169801215908e-34,0.271134002079812,0.0695535457812142,6.24044180684629e-31,0.257374737926567,0.186701394756503,0.100072396719214,0.271341716803908,0.32276585008144,0.235548457824933,0.41941159581812,0.490532755162057,0.433881301424453,0.551812247651392,0.509467244837943,0.448187752353846,0.566118698569961,"OK",0.361234295580443,0.130527120899099,0.461414349362687
"larynx_LHEP_hyoidale_epiglottisPetiole_distance",33,"LHEP",340,9,1259,1250,828.351894360414,-3957.83012765235,3328.35189436041,"OK","ADE","D","broad sense heritability","corrected",0.325792192945206,0.0516724649679752,1.78177865170127e-12,NA,0.204914114670284,-2.00000000001683,1,0.126464264724749,0,0.208946507580751,-1.85783163407314,0.706134808468195,0.262807984742005,0.176551950671734,0.365639974967087,45.5157946439549,5.45625482038176e-12,4.57720439649601e-12,NA,0.502151377394595,0.324873568299327,5.4567277711056e-41,0.513412227038493,0.324873568303904,0.125608225559253,0.513412228458833,0.675126431696096,0.486587771711805,0.874391773071952,1.94516643347683e-12,NA,0.216480590801006,0.138060944069585,7.82476210900537e-39,0.220990575249401,0.13806094407153,0.0530156517773402,0.220990575275881,0.28690728215973,0.195424268901745,0.388456953352197,0.57503177376874,0.512104042464181,0.641950344933553,0.42496822623126,0.358049655051853,0.487895956945929,"OK",0.218765240897431,0.155750047681786,0.126030386431288
"larynx_LNCT_nsp_corniculateTubercle_distance",29,"LNCT",340,9,1261,1252,-8.9759883358829,-4802.81590158386,2495.02401166412,"OK","ACE","C","familiality","corrected",0.67763299742972,0.556197828879785,0.106693345257648,0,0.344107431094762,-0.958104232312053,0.307380976059236,0.190993381063562,2.71808221717552e-43,0.349803049546138,0.445469862726895,0.117864587664943,0.141617091596153,0.10169011339255,0.190714968756655,74.7442089589435,1.94598064757037e-18,0.242869150929433,4.23051552572746e-35,0.741933608168672,0.434763763194722,4.17569324268812e-33,0.729537750502251,0.677632914124155,0.569013161800923,0.767532141684564,0.322367085875845,0.23246785830142,0.430986838204862,0.168125641988592,2.15623175953075e-34,0.518326921133443,0.300964270352009,1.10708731792857e-27,0.513975072186854,0.469089912340601,0.388777444833264,0.541791480632431,0.223157914710277,0.160256739419203,0.298492221407882,0.307752172949122,0.266561690345929,0.353393397921827,0.692247827050878,0.646606602081138,0.733438309313794,"OK",0.684459295831333,0.321727367717878,0.725463856226909
"larynx_LNEA_nsp_epiglottisApex_distance",31,"LNEA",340,9,1252,1243,353.746806512911,-4405.63259617658,2839.74680651291,"OK","ADE","D","broad sense heritability","corrected",0.518976580220586,0.191158645594975,0.135876456197028,5.40179828861981e-44,0.375526419677049,-1.85674978034695,0.705070997620901,0.151173266319089,0,0.379877228069992,-1.81606886759073,0.668016428815749,0.266057529139031,0.201422524528826,0.34577161666807,120.701785435438,1.62065433369998e-28,0.245660232785638,1.64446011590944e-29,0.625802272741609,0.273316370137455,6.80419247681553e-28,0.633164299613491,0.518976602923093,0.38491215004223,0.633669310609559,0.481023397076907,0.36633068886353,0.61508784882364,0.168570046078735,6.67474544662677e-39,0.436922768767114,0.187547461734868,4.91286889614894e-27,0.441348647899368,0.356117507813603,0.261955543853207,0.441805096433792,0.330074327825615,0.25074496481267,0.423019186125072,0.313808164360782,0.273046257120845,0.359023488571998,0.686191835639218,0.640976511421876,0.726953742877915,"OK",0.463754587199119,0.0824038603376071,0.762701453723024
"larynx_LNEP_nsp_epiglottisPetiole_distance",30,"LNEP",340,9,1260,1251,210.903596856287,-4579.10737077408,2712.90359685629,"OK","ACE","C","familiality","corrected",0.592158913326367,0.732209321323045,3.1503315941442e-13,NA,0.155491026306786,-2.00000000003911,1,0.252801165652781,0.191194894266108,0.32457463317113,5.37837372013746,0.00660128367740559,0.15628571128046,0.111719968769183,0.209574289735904,61.8636301636757,1.33336635833205e-15,7.70088646636269e-13,NA,0.350623124873785,0.617964495824786,0.246408862973358,0.721594452887276,0.617964495825556,0.499170043684447,0.721594452369287,0.382035504174444,0.278405547944651,0.500829956271106,4.68658668595623e-13,NA,0.219091476882607,0.376079324266939,0.149813175729055,0.448967307906868,0.376079324267407,0.298721353567461,0.448967307900864,0.232498234488606,0.166940761036471,0.307905903903081,0.391422441243987,0.342011916265788,0.445436271668837,0.608577558756013,0.554563728317126,0.657988083721559,"OK",0.574664712976287,0.396108457862065,0.357112510228443
"mandible_MCGD_condylionMean_gonionMean_distance",108,"MCGD",340,9,1261,1252,240.516330406209,-4553.32358284177,2744.51633040621,"OK","ACE","C","familiality","corrected",0.818650924522056,0.418576792857959,0.336693327190401,0.136248751074815,0.426058330861488,9.39261482699158,0.000737366641585248,0.00778696664442874,NA,0.202269056648476,-1.99484194428533,0.942745470284931,0.0763099262519184,NA,0.123757707689554,14.72354199027,4.32410779055594e-05,0.800145324482565,0.311558919400892,0.909917685237391,0.0185055789624184,NA,0.474632351454198,0.818650903444984,0.70850431597908,0.909952545189471,0.181349096555016,0.0900474547778979,0.291495684002174,0.477385658641389,0.185048220772618,0.555563512702502,0.0110408668665624,NA,0.283395729096156,0.488426525507952,0.413476308059565,0.555610717853364,0.108197167756898,0.0554880158393202,0.175537437731258,0.403376306735151,0.351690621920424,0.459668467436427,0.596623693264849,0.540331532563381,0.648309378085771,"OK",0.658031567409027,0.357081553271875,0.601900028274305
"mandible_MCGL_condylionLeft_gonionLeft_distance",106,"MCGL",340,9,1260,1251,401.776716375602,-4388.23425125477,2903.7767163756,"OK","ACE","C","familiality","corrected",0.657462629794776,0.418603327079353,0.209741245546128,0,0.372022483817191,0.92034755362738,0.0874690222517017,0.0789195368267674,0,0.297171867852928,-1.59793149931284,0.526022925954731,0.150391741551368,NA,0.216487037993185,38.3055366614303,2.17192587328817e-10,0.477713335232548,1.21959591970667e-26,0.77564764404602,0.179749648450674,NA,0.654340198674945,0.657462983683222,0.515092718791761,0.776387101248353,0.342537016316778,0.223612898715538,0.484907281993135,0.276427038423695,9.24283334921983e-39,0.45867313080275,0.104011463181643,NA,0.380878951259684,0.380438501605338,0.293302494620535,0.460186040209763,0.198207766012734,0.127770426340232,0.283047428990756,0.421353732381928,0.369104982077963,0.47827650145111,0.578646267618072,0.521723505229364,0.630895017889053,"OK",0.532130680059261,0.279299775517266,0.505661809083989
"mandible_MCGM_gonionMeanConylionMean_gonionMeanMenton_angle",113,"MCGM",340,9,1259,1250,-126.863508119828,-4913.04553013259,2373.13649188017,"OK","ACE","C","familiality","corrected",0.802947996118373,0.470065157450652,0.563119850500418,0.265777501404887,0.800553872265437,16.4598571836832,1.73520982069522e-05,0.116031723365122,0,0.425713289069843,-1.61698071933733,0.535991781525457,0.166671018337514,0.130091541243993,0.212676359826077,179.847387160355,1.91457274526252e-41,0.665765913196643,0.43304540506281,0.848214344813677,0.137182104657316,2.33875659139547e-42,0.484488799704685,0.802948017853959,0.743701536473031,0.850031361001602,0.197051982146041,0.149968638987227,0.256298463515619,0.586549501083002,0.274722467446777,0.753305692938498,0.120859439405542,1.25423303005576e-34,0.427193545767894,0.707408940488545,0.650084560425184,0.755800445854593,0.17360567659618,0.132734776729438,0.224959921662122,0.118985382915275,0.100903872875668,0.13969346562524,0.881014617084725,0.860306534370024,0.89909612711569,"OK",0.727111067194172,0.454267250398308,0.545687633591727
"mandible_MCGP_gonionMeanConylionMean_gonionMeanPogonion_angle",114,"MCGP",340,9,1259,1250,-39.824131342396,-4826.00615335516,2460.1758686576,"OK","ACE","C","familiality","corrected",0.81806590629048,0.4457748093873,0.609273736571357,0.300610899219956,0.795440998530544,19.7739629229959,3.0673464596435e-06,0.0601313915077385,NA,0.373612085915047,-1.89588083425861,0.746941375438754,0.148872469011367,0.113353445438195,0.193382678044543,130.557053914251,1.13011707515318e-30,0.744580737316703,0.38145374130236,0.864105912970794,0.0734853205337,1.41167419070539e-38,0.441564489033884,0.818066057850403,0.759498624402894,0.864429471171525,0.181933942149597,0.135570528835218,0.240501375607607,0.639674160655246,0.316706599253934,0.749874862636758,0.0631317174579044,NA,0.37999822803263,0.70280587811315,0.646481329495999,0.750825403901503,0.156300634580804,0.116894855806853,0.205760882534535,0.140893487306046,0.119750284602623,0.165095847848834,0.859106512693954,0.834904152112929,0.880249715383814,"OK",0.726418739578564,0.439610564729347,0.573616349698433
"mandible_MCGR_condylionRight_gonionRight_distance",107,"MCGR",340,9,1262,1253,366.13271048862,-4431.53614837697,2872.13271048862,"OK","ACE","C","familiality","corrected",0.709070358791111,0.415702341894217,0.25173429245666,0.020007340337186,0.387289867930006,2.58133073342515,0.0323221041971677,0.0524863087593791,NA,0.268200465539887,-1.8148517805721,0.666985769323263,0.124820935969089,NA,0.184967145849405,29.4287199367814,2.0689777508006e-08,0.586736412768441,0.0456856424944421,0.82025457075191,0.122333863298489,2.57452188240864e-09,0.612640408579374,0.709070276066931,0.575085090093652,0.819917191938077,0.290929723933069,0.180082807779049,0.424914910260076,0.338629953445335,0.0264706789913483,0.484795512622255,0.0706039535506113,2.53009399186177e-39,0.352957171104302,0.409233906995946,0.326595455601267,0.484821031135037,0.167907627219652,0.10146141211977,0.247330241144958,0.422858465784402,0.369891008044026,0.480221259249615,0.577141534215598,0.519778740685639,0.630108991127778,"OK",0.574987856665258,0.280275484760296,0.589424743809923
"mandible_MCMD_condylionMean_menton_distance",110,"MCMD",340,9,1255,1246,-606.324027956285,-5377.1902674986,1885.67597204371,"OK","ADE","D","broad sense heritability","corrected",0.839599290952751,0.233537246342403,0.0514036552019055,NA,0.509733482955251,-1.96509278210306,0.851790212470826,0.405048634936801,1.06419365254046e-42,0.541695677084057,0.620679807377655,0.105479242968814,0.0872026838721058,0.0657829009844586,0.114146573310556,119.890320584318,2.43958484016908e-28,0.0945519817885142,3.00449397884658e-26,0.863528677282048,0.745047234551275,1.04193619301399e-10,0.881484717777464,0.839599216339789,0.785997769299547,0.881839175192356,0.160400783660211,0.118160824769923,0.214002230544597,0.0818724821568859,3.61458184448768e-29,0.753032597700929,0.645135778891166,1.72316900410213e-31,0.770955135325942,0.727008261048052,0.67455371164909,0.771292706896663,0.138890904767544,0.102658095831225,0.184434974503634,0.134100834184404,0.113983915393781,0.157112249936488,0.865899165815596,0.842887750060178,0.88601608460163,"OK",0.831629993811665,0.193722366114342,1.27581525539465
"mandible_MCPD_condylionMean_pogonion_distance",109,"MCPD",340,9,1255,1246,-618.894346657613,-5389.76058619993,1873.10565334239,"OK","ADE","D","broad sense heritability","corrected",0.822221238183276,0.269327897516029,0.137511055830746,1.08074154630367e-42,0.51253963128388,-1.74702767569261,0.614989905187013,0.305724219323715,4.10500440835575e-43,0.524040482022476,-0.485942901207409,0.218521051335758,0.0958353451443292,0.0733430926627956,0.124036270889965,140.641312778624,7.04136447225229e-33,0.255089130538273,4.18353020651179e-33,0.857062326359786,0.567132037643345,4.72742956080187e-34,0.865824982534661,0.822221168181618,0.765493891782407,0.867137046868929,0.177778831818382,0.132862953222727,0.234506108148218,0.221516414060361,4.88199870674247e-27,0.750838703569126,0.492490820806065,2.43263310677704e-34,0.758979199321615,0.714007234866426,0.658933020943291,0.760381911037642,0.154381055896614,0.115966714690108,0.202830631755819,0.13161170923696,0.111897483257397,0.154181442064909,0.86838829076304,0.845818557936459,0.888102516740333,"OK",0.823949070706868,0.188064154752172,1.27176983190939
